id,title,alternative_title,year,pages,abstract,file_url,image_url,type,status
D110,Kế toán tài chính 3,,2025,258 tr.,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Kế toán tài chính 3, kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D110.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D110.jpg,Book,active
D111,Giới thiệu hệ thống báo cáo tài chính /Võ Văn Cần,,2024,116tr :Bảng biểu ;21cm,"Tài liệu cung cấp cái nhìn tổng quan về Giới thiệu hệ thống báo cáo tài chính , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D111.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D111.jpg,Book,active
D112,Bài giảng Thiết bị tàu thủy :Lưu hành nội bộ /Nguyễn Thái Vũ,,2018,148 tr.,"Nội dung tài liệu phân tích các vấn đề liên quan đến Bài giảng Thiết bị tàu thủy: Lưu hành nội bộ , đồng thời đề xuất các hướng ứng dụng trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D112.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D112.jpg,Book,active
D113,Ươm giống và Trồng thương phẩm rong biển /Lê Anh Tuấn,,2024,43tr :Hình ảnh ;21cm,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Ươm giống và Trồng thương phẩm rong biển , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D113.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D113.jpg,Book,active
D114,Kỹ thuật Sản xuất giống và trồng Rong biển :Bài giảng dành cho sinh viên các lớp Nuôi trồng thủy sản /Lê Anh Tuấn,,2024,317tr :Hình ảnh ;21cm,"Tài liệu cung cấp cái nhìn tổng quan về Kỹ thuật Sản xuất giống và trồng Rong biển: Bài giảng dành cho sinh viên các lớp Nuôi trồng thủy sản , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D114.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D114.jpg,Book,active
D115,Quy hoạch và Phát triển Thủy sản /Lê Anh Tuấn,,2024,210tr :Hình ảnh ;21cm,"Nội dung tài liệu phân tích các vấn đề liên quan đến Quy hoạch và Phát triển Thủy sản , đồng thời đề xuất các hướng ứng dụng trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D115.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D115.jpg,Book,active
D116,Chuẩn mực báo cáo tài chính quốc tế,,2025,117 tr.,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Chuẩn mực báo cáo tài chính quốc tế, kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D116.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D116.jpg,Book,active
D117,Lập và phân tích báo cáo tài chính theo IFRS,,2025,120 tr.,"Tài liệu cung cấp cái nhìn tổng quan về Lập và phân tích báo cáo tài chính theo IFRS, bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D117.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D117.jpg,Book,active
D118,Kỹ thuật nuôi trồng thủy sản /Trần Văn Dũng,,2023,305tr :Hình ảnh ;21cm,"Tài liệu tập trung nghiên cứu về Kỹ thuật nuôi trồng thủy sản , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Nghiên cứu góp phần cung cấp nền tảng kiến thức phục vụ cho việc học tập và phát triển chuyên môn.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D118.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D118.jpg,Book,active
D119,Kiểm tra vật liệu và NDT /Huỳnh Văn Vũ,,2024,40 tr. :24 cm,"Nội dung tài liệu phân tích các vấn đề liên quan đến Kiểm tra vật liệu và NDT , đồng thời đề xuất các hướng ứng dụng trong lĩnh vực nghiên cứu chuyên ngành. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D119.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D119.jpg,Book,active
D120,Phương pháp nghiên cứu khoa học /Huỳnh Văn Vũ,,2024,271 tr.,"Tài liệu tập trung nghiên cứu về Phương pháp nghiên cứu khoa học , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D120.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D120.jpg,Book,active
D121,Kỹ thuật Hàn tàu thủy. Phần 2 /Huỳnh Văn Vũ,,2009,100 tr. :24 cm,"Tài liệu cung cấp cái nhìn tổng quan về Kỹ thuật Hàn tàu thủy. Phần 2 , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D121.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D121.jpg,Book,active
D122,Quy hoạch và quản lý nuôi trồng thủy sản /Lê Anh Tuấn,,2024,193tr :Hình ảnh ;21cm,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Quy hoạch và quản lý nuôi trồng thủy sản , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D122.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D122.jpg,Book,active
D123,"Tổng hợp văn bản pháp luật năm 2023 :Học phần Luật kinh doanh /Hoàng Thu Thuỷ, Nguyễn Thị Hà Trang",,2023,482tr ;21cm,"Tài liệu cung cấp cái nhìn tổng quan về Tổng hợp văn bản pháp luật năm 2023: Học phần Luật kinh doanh , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D123.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D123.jpg,Book,active
D124,"Thực hành thực vật và động vật phù du /Trương Thị Bích Hồng (chủ biên), Nguyễn Thị Thúy, Trần Thị Lê Trang",,2024,83tr :Hình ảnh ;24cm,"Tài liệu tập trung nghiên cứu về Thực hành thực vật và động vật phù du , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D124.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D124.jpg,Book,active
D125,Hình thái phân loại giáp xác và động vật thân mềm /Vũ Trọng Đại,,2024,497tr :Hình ảnh,"Tài liệu cung cấp cái nhìn tổng quan về Hình thái phân loại giáp xác và động vật thân mềm , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D125.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D125.jpg,Book,active
D126,Bài giảng Nhiên liệu và môi chất chuyên dùng - Dùng cho động cơ đốt trong :(Bài giảng dùng cho học viên ngành động lực Đại học Nha Trang) - Lưu hành nội bộ /Hồ Đức Tuấn,,2020,127 tr.,"Tài liệu cung cấp cái nhìn tổng quan về Bài giảng Nhiên liệu và môi chất chuyên dùng - Dùng cho động cơ đốt trong: (Bài giảng dùng cho học viên ngành động lực Đại học Nha Trang) - Lưu hành nội bộ , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D126.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D126.jpg,Book,active
D127,Bài giảng Đại lý tàu biển và giao nhận hàng hóa :Lưu hành nội bộ /Hồ Đức Tuấn,,2016,100 tr.,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Bài giảng Đại lý tàu biển và giao nhận hàng hóa: Lưu hành nội bộ , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D127.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D127.jpg,Book,active
D128,"Bài giảng Bảo vệ môi trường biển - Vấn đề và giải pháp :Chương 9, Chương 10 /Hồ Đức Tuấn",,2024,7 tr.,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Bài giảng Bảo vệ môi trường biển - Vấn đề và giải pháp: Chương 9, Chương 10 , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D128.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D128.jpg,Book,active
D129,"English for Engineering. Book 2 :Marine diesel and auxiliary engines /Hồ Đức Tuấn, Huỳnh Văn Vũ",,2021,128 tr.,"Tài liệu tập trung nghiên cứu về English for Engineering. Book 2: Marine diesel and auxiliary engines , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D129.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D129.jpg,Book,active
D130,"Bài giảng Máy và thiết bị nâng hạ tàu thủy :(Lưu hành nội bộ) /Nguyễn Thái Vũ, Hồ Đức Tuấn",,2024,190 tr.,"Nội dung tài liệu phân tích các vấn đề liên quan đến Bài giảng Máy và thiết bị nâng hạ tàu thủy: (Lưu hành nội bộ) , đồng thời đề xuất các hướng ứng dụng trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D130.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D130.jpg,Book,active
D131,Nhập môn ngành cơ điện tử /Nguyễn Văn Định,,2024,160tr :Hình ảnh,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Nhập môn ngành cơ điện tử , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D131.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D131.jpg,Book,active
D132,Bài giảng Động cơ đốt trong /Hồ Đức Tuấn,,2023,259 tr.,"Tài liệu cung cấp cái nhìn tổng quan về Bài giảng Động cơ đốt trong , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D132.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D132.jpg,Book,active
D133,Kỹ thuật thi công và lắp đặt hệ thống lạnh và điều hòa không khí /Nguyễn Đình Khương,,2024,627tr :Hình ảnh,"Nội dung tài liệu phân tích các vấn đề liên quan đến Kỹ thuật thi công và lắp đặt hệ thống lạnh và điều hòa không khí , đồng thời đề xuất các hướng ứng dụng trong lĩnh vực nghiên cứu chuyên ngành. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Nghiên cứu góp phần cung cấp nền tảng kiến thức phục vụ cho việc học tập và phát triển chuyên môn.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D133.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D133.jpg,Book,active
D134,Maritime English /Hồ Đức Tuấn (chủ biên) và những người khác,English - Maritime,2024,153 tr.,"Tài liệu cung cấp cái nhìn tổng quan về Maritime English , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Nghiên cứu góp phần cung cấp nền tảng kiến thức phục vụ cho việc học tập và phát triển chuyên môn.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D134.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D134.jpg,Book,active
D135,Quản lý khai thác cảng /Hồ Đức Tuấn,,2023,121 tr. ;,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Quản lý khai thác cảng , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong trí tuệ nhân tạo. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D135.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D135.jpg,Book,active
